"","solution","distance","distance_from_optimum"
"31","31, 40, 32, 44, 3, 9, 58, 10, 11, 66, 53, 35, 19, 13, 15, 5, 45, 27, 57, 60, 69, 71, 22, 73, 23, 1, 63, 74, 29, 48, 28, 21, 36, 20, 70, 47, 37, 54, 14, 59, 65, 38, 39, 72, 7, 52, 46, 8, 26, 67, 76, 6, 68, 51, 17, 12, 34, 4, 75, 62, 61, 42, 2, 30, 64, 43, 41, 33, 16, 56, 49, 24, 50, 25, 18, 55",960.349305028492,415.349305028492
"32","59, 8, 4, 29, 47, 28, 22, 30, 75, 76, 68, 52, 34, 48, 5, 70, 71, 37, 57, 20, 60, 36, 69, 21, 74, 27, 15, 13, 54, 19, 14, 10, 65, 72, 31, 55, 44, 18, 50, 25, 39, 32, 9, 17, 12, 40, 26, 67, 3, 51, 61, 62, 73, 33, 2, 56, 1, 42, 43, 64, 41, 23, 63, 16, 49, 24, 6, 45, 46, 35, 7, 53, 11, 66, 38, 58",955.671090121797,410.671090121797
"33","41, 42, 6, 51, 40, 2, 21, 22, 73, 61, 64, 43, 23, 1, 62, 48, 47, 37, 20, 54, 45, 67, 46, 8, 34, 4, 57, 5, 28, 30, 75, 26, 12, 39, 72, 31, 58, 38, 66, 65, 10, 24, 44, 3, 17, 68, 76, 52, 13, 27, 7, 35, 19, 53, 11, 59, 14, 15, 29, 69, 71, 70, 60, 36, 74, 33, 16, 56, 18, 55, 9, 25, 32, 50, 49, 63",1005.96504546093,460.965045460926
"34","43, 42, 41, 63, 49, 23, 56, 3, 44, 18, 24, 16, 33, 75, 26, 52, 34, 8, 19, 54, 13, 35, 7, 58, 38, 65, 53, 59, 14, 11, 66, 12, 17, 50, 55, 31, 25, 40, 10, 72, 39, 9, 32, 46, 27, 5, 21, 69, 71, 67, 76, 4, 45, 29, 15, 20, 60, 70, 36, 47, 48, 37, 57, 30, 68, 74, 28, 61, 64, 22, 62, 1, 2, 51, 6, 73",901.189101166815,356.189101166815
"35","45, 57, 15, 13, 27, 34, 4, 76, 67, 8, 35, 46, 7, 38, 65, 10, 14, 11, 59, 66, 54, 52, 75, 22, 42, 64, 69, 47, 36, 20, 30, 51, 58, 19, 53, 72, 3, 31, 55, 24, 49, 23, 56, 41, 43, 63, 16, 33, 6, 26, 40, 12, 39, 9, 50, 18, 25, 44, 32, 17, 74, 68, 2, 28, 62, 73, 1, 61, 21, 60, 71, 70, 37, 5, 48, 29",950.151340964401,405.151340964401
"36","63, 1, 28, 69, 61, 30, 71, 60, 36, 37, 70, 20, 15, 13, 54, 29, 74, 75, 67, 46, 7, 12, 18, 25, 55, 50, 3, 39, 58, 38, 66, 35, 34, 52, 27, 57, 19, 8, 53, 65, 11, 59, 14, 10, 31, 9, 40, 72, 32, 44, 24, 23, 56, 73, 16, 6, 2, 62, 21, 47, 48, 5, 45, 68, 4, 76, 26, 17, 51, 33, 42, 64, 22, 43, 41, 49",914.807011341122,369.807011341122
"37","52, 7, 72, 9, 32, 17, 76, 6, 51, 63, 33, 2, 64, 41, 1, 42, 74, 37, 15, 54, 57, 13, 19, 66, 11, 38, 65, 31, 58, 10, 39, 40, 12, 3, 50, 25, 55, 18, 16, 49, 44, 23, 56, 24, 73, 43, 62, 28, 22, 61, 48, 45, 27, 20, 60, 34, 8, 35, 14, 59, 53, 26, 67, 75, 4, 68, 47, 21, 5, 70, 71, 36, 69, 30, 29, 46",967.227482704932,422.227482704932
"38","60, 70, 20, 57, 15, 19, 54, 13, 35, 8, 14, 10, 7, 27, 34, 46, 67, 45, 5, 52, 4, 75, 26, 53, 59, 11, 66, 38, 65, 58, 9, 31, 55, 25, 39, 40, 51, 49, 24, 73, 12, 72, 32, 18, 50, 1, 16, 6, 68, 29, 47, 37, 36, 48, 30, 2, 28, 61, 22, 62, 41, 42, 64, 23, 56, 43, 63, 33, 3, 44, 17, 76, 74, 21, 69, 71",914.334623982514,369.334623982514
"39","7, 38, 11, 14, 59, 66, 65, 31, 10, 8, 34, 53, 39, 25, 55, 12, 26, 76, 17, 6, 51, 44, 3, 49, 16, 23, 56, 43, 64, 42, 41, 63, 33, 61, 21, 20, 37, 5, 47, 57, 15, 71, 70, 69, 36, 60, 28, 22, 2, 48, 74, 30, 29, 45, 54, 27, 13, 19, 52, 67, 4, 75, 68, 46, 35, 72, 40, 62, 1, 73, 24, 18, 32, 9, 50, 58",954.417030533645,409.417030533645
"40","72, 44, 9, 39, 10, 7, 26, 34, 46, 27, 52, 4, 48, 21, 5, 71, 37, 20, 47, 60, 70, 15, 45, 13, 57, 69, 36, 29, 74, 33, 63, 49, 41, 23, 43, 22, 64, 61, 42, 56, 55, 50, 40, 76, 75, 35, 38, 31, 65, 66, 14, 59, 53, 11, 54, 19, 8, 67, 2, 28, 62, 73, 1, 6, 30, 68, 3, 32, 18, 25, 24, 16, 51, 17, 12, 58",986.39468865008,441.39468865008
