"","config_name","avg_results"
"1",0.02,4.44089209850063e-16
"2",0.05,4.44089209850063e-16
"3",0.1,4.44089209850063e-16
"4",0.2,4.44089209850063e-16
"5",0.4,4.44089209850063e-16
