"","config_name","config_name2","avg_results"
"1",10,100,1.0970546361459
"2",25,250,0.000535380393677007
"3",50,500,9.49361476046303e-05
"4",100,1000,0.000303956351601169
"5",200,2000,8.041797738012e-05
"6",10,2000,0.187114401868249
"7",25,1000,7.44499525720449e-06
"8",50,500,0.00037834642757517
"9",100,250,0.00067991733451496
"10",200,100,0.00208128953455983
