"","config_name","config_name2","avg_results"
"1",0.65,0.02,0.0425780222700572
"2",0.7,0.05,0.0032151704792118
"3",0.8,0.1,0.000166139465721446
"4",0.9,0.2,0.00021753065650225
"5",0.95,0.4,0.00192982524712755
"6",0.65,0.4,0.00350807717527224
"7",0.7,0.2,0.000817793391674252
"8",0.8,0.1,0.000177199027996761
"9",0.9,0.05,0.000148114578408404
"10",0.95,0.02,0.0114197386914542
