"","x","y","z"
"1",0.520881801843643,0.266636326909065,0.231745909729991
"2",0.488972440361977,0.239820912480354,0.26120200355949
"3",0.951985388994217,0.90603044629097,0.00231144137602622
"4",0.919932320713997,0.845823898911476,0.00643122568716588
"5",0.613272577524185,0.383070275187492,0.154412044922536
"6",0.980053067207336,0.960404932498932,0.000398861771721843
"7",0.920097634196281,0.84623147547245,0.00639651097553741
"8",1.00131760537624,1.00264351069927,1.74038881597078e-06
"9",0.665862187743187,0.443396955728531,0.111648133635997
"10",1.1191241890192,1.25298434495926,0.014220318731247
"11",0.764159604907036,0.582357674837112,0.0558710338956008
"12",0.902393236756325,0.813815265893936,0.00955190945442355
"13",0.0868064016103745,0.0735860913991928,1.27019263598163
"14",0.869970545172691,0.756135001778603,0.0169586017807534
"15",0.734590426087379,0.537829980254173,0.0707637690657011
"16",0.692214414477348,0.476947039365768,0.0952220354757693
"17",0.492314606904984,0.242373660206795,0.2577444602503
"18",1.31822925806046,1.73893634974957,0.101415781433869
"19",0.965674430131912,0.932528972625732,0.00117824473109469
"20",0.69967146217823,0.487412065267563,0.0906501091810039
"21",0.856535717844963,0.732763797044754,0.0206611468699268
"22",0.632609471678734,0.397346004843712,0.135787333376191
"23",0.579385250806808,0.335687726736069,0.176916765080731
"24",0.646888092160225,0.418513342738152,0.124688258007465
"25",0.896758735179901,0.804176971316338,0.0106587574168069
"26",1.00317884981632,1.00638362765312,1.01301462094209e-05
"27",0.982767835259438,0.965790778398514,0.000297122423587389
"28",0.799211859703064,0.638066440820694,0.0403611911282599
"29",0.844771578907967,0.713628798723221,0.0240958715799214
"30",0.727649256587029,0.527891084551811,0.0744253139190101
"31",1.02822136878967,1.05730912089348,0.000796934849783317
"32",1.00341476500034,1.00684089958668,1.16606126647336e-05
"33",0.334602206945419,0.111695930361748,0.442761131930897
"34",0.905013725161552,0.818662911653519,0.00903736399311788
"35",1.00188967585564,1.00379237532616,3.57981737038954e-06
"36",1.18082349002361,1.39531037211418,0.0327904981322249
"37",0.871147289872169,0.758787363767624,0.0166042355221559
"38",0.791889682412148,0.625763639807701,0.0434856355583663
"39",0.7589410841465,0.57609649002552,0.0581104993912701
"40",0.62627337872982,0.389234587550163,0.140561864354986
"41",0.0893252640962601,0.0445449948310852,0.96303560654122
"42",0.924450531601906,0.854411691427231,0.0057116063465047
"43",1.13703781366348,1.29345881938934,0.0188158242152875
"44",0.762869864702225,0.581700325012207,0.0562379980197598
"45",0.977647840976715,0.955716967582703,0.000500232538998576
"46",0.999782666563988,0.999564319849014,4.73447762037616e-08
"47",0.777133449912071,0.603155255317688,0.0497305171392037
"48",0.979950621724129,0.960271283984184,0.000402079458958953
"49",0.729117557406425,0.531474709510803,0.073379190325836
"50",0.375406756997108,0.138631373643875,0.390645192978702
