"","config_name","config_name2","avg_results"
"1",0.65,0.02,6.25655703651695e-05
"2",0.7,0.05,1.77586049052714e-05
"3",0.8,0.1,0.000112034718330012
"4",0.9,0.2,0.000963957528204862
"5",0.95,0.4,0.00185363903447753
"6",0.65,0.4,0.00124839023944476
"7",0.7,0.2,0.000290380753088559
"8",0.8,0.1,0.00022262855665014
"9",0.9,0.05,8.79577310038293e-05
"10",0.95,0.02,2.86939937632624e-06
